year,area_sqft,declared_value,sro_name,distance_to_metro_m,property_type,treated,post,price_sqft
2015,1500,12964636,Adyar,1272,Commercial,0,1,8643.09
2013,2500,12096832,Saidapet,650,Commercial,1,0,4838.73
2014,1200,3374904,Chromepet,2641,Apartment,0,0,2812.42
2022,800,6098561,Saidapet,639,Apartment,1,1,7623.2
2023,1200,9594010,Alandur,1036,House,0,1,7995.01
2021,1000,9316231,T. Nagar,576,Apartment,1,1,9316.23
2014,1500,7989007,Saidapet,887,House,1,0,5326.01
2023,1000,5774338,Alandur,874,Plot,1,1,5774.34
2021,2500,17611958,Alandur,915,Apartment,1,1,7044.78
2016,1200,5872761,Chromepet,3341,Commercial,0,1,4893.97
2022,2000,13770848,Ekkattuthangal,469,Apartment,1,1,6885.42
2022,800,5191134,Alandur,1035,House,0,1,6488.92
2016,1000,6840943,Guindy,208,House,1,1,6840.94
2023,2000,20732966,Guindy,773,Commercial,1,1,10366.48
2015,1000,5797614,T. Nagar,646,Apartment,1,1,5797.61
2013,1500,7267639,Adyar,2035,Apartment,0,0,4845.09
2022,1000,8993053,Guindy,198,Apartment,1,1,8993.05
2017,600,4949577,Mylapore,1564,Apartment,0,1,8249.3
2021,1500,8865283,T. Nagar,213,Plot,1,1,5910.19
2016,800,3973249,Nanganallur,2484,Commercial,0,1,4966.56
2011,1200,2407170,Chromepet,3105,Plot,0,0,2005.98
2017,1000,5710756,Alandur,831,Apartment,1,1,5710.76
2012,2000,4832726,Tambaram,4546,House,0,0,2416.36
2013,1500,6617239,Saidapet,803,House,1,0,4411.49
2014,1500,4367542,Tambaram,3863,Apartment,0,0,2911.69
2016,600,3877366,Guindy,246,Apartment,1,1,6462.28
2016,1500,6572914,Nanganallur,2172,House,0,1,4381.94
2015,2000,5860746,Chromepet,3867,Apartment,0,1,2930.37
2012,2000,4849681,Tambaram,2018,House,0,0,2424.84
2017,1200,7283868,Adyar,1741,Apartment,0,1,6069.89
2015,2000,17224632,Mylapore,2047,Commercial,0,1,8612.32
2013,800,3510765,Guindy,775,House,1,0,4388.46
2016,1200,6220046,Alandur,663,Apartment,1,1,5183.37
2023,2000,16211726,Saidapet,244,Apartment,1,1,8105.86
2016,800,4549614,Saidapet,579,Apartment,1,1,5687.02
2022,1200,14341718,Mylapore,3350,Commercial,0,1,11951.43
2016,1200,6954225,Adyar,2250,Apartment,0,1,5795.19
2015,1000,6312011,Guindy,332,Apartment,1,1,6312.01
2017,1200,10296742,Guindy,282,Commercial,1,1,8580.62
2016,1500,8264664,Alandur,705,Apartment,1,1,5509.78
2018,1500,8343246,Alandur,302,Apartment,1,1,5562.16
2021,1000,8456567,Alandur,454,Commercial,1,1,8456.57
2021,1200,8893648,Saidapet,553,Apartment,1,1,7411.37
2011,600,1562943,Tambaram,2990,House,0,0,2604.91
2012,1200,5251028,Adyar,2311,Apartment,0,0,4375.86
2023,2000,6738471,Tambaram,3855,Plot,0,1,3369.24
2014,2000,10994136,Saidapet,627,Commercial,1,0,5497.07
2016,2500,16889922,T. Nagar,326,Apartment,1,1,6755.97
2011,2000,3575172,Chromepet,3448,Plot,0,0,1787.59
2017,2000,12174362,Adyar,2105,Apartment,0,1,6087.18
2019,800,5212700,Guindy,551,Apartment,1,1,6515.88
2020,1200,10689566,T. Nagar,442,Apartment,1,1,8907.97
2012,2000,9552500,T. Nagar,452,House,1,0,4776.25
2017,1200,5379892,Tambaram,2891,Commercial,0,1,4483.24
2016,2000,6029732,Tambaram,2328,Apartment,0,1,3014.87
2023,600,8072782,Guindy,199,Commercial,1,1,13454.64
2013,1500,5654986,Alandur,523,Apartment,1,0,3769.99
2018,1500,8776371,Ekkattuthangal,839,Apartment,1,1,5850.91
2015,2000,7362392,Nanganallur,2473,Apartment,0,1,3681.2
2018,1500,10994509,Ekkattuthangal,401,Commercial,1,1,7329.67
2018,2000,10148093,Nanganallur,1683,House,0,1,5074.05
2011,2000,5048302,Chromepet,3777,Apartment,0,0,2524.15
2021,800,4427642,Chromepet,3495,House,0,1,5534.55
2015,600,1797234,Tambaram,3697,Apartment,0,1,2995.39
2021,1200,5558883,Chromepet,3559,House,0,1,4632.4
2013,2000,8050144,Alandur,872,Apartment,1,0,4025.07
2014,1500,12655623,Mylapore,2482,Commercial,0,0,8437.08
2022,800,6806007,Saidapet,425,Apartment,1,1,8507.51
2017,3000,32653115,Mylapore,1792,Commercial,0,1,10884.37
2022,1000,11724693,Saidapet,530,Commercial,1,1,11724.69
2019,1500,8216493,Tambaram,2025,Commercial,0,1,5477.66
2018,1000,4455924,Ekkattuthangal,755,Plot,1,1,4455.92
2018,1200,8251214,Alandur,351,House,1,1,6876.01
2012,2500,5607017,Tambaram,2685,House,0,0,2242.81
2011,1200,4314590,Mylapore,2989,Plot,0,0,3595.49
2015,2500,8875155,Chromepet,3824,House,0,1,3550.06
2023,2000,21705956,T. Nagar,667,Apartment,1,1,10852.98
2023,1200,11043632,Guindy,430,House,1,1,9203.03
2018,3000,20012521,Alandur,501,House,1,1,6670.84
2021,2500,9451218,Tambaram,3355,Apartment,0,1,3780.49
2016,2000,10792379,Saidapet,353,Apartment,1,1,5396.19
2021,2500,18568206,Saidapet,472,Apartment,1,1,7427.28
2014,1500,4609884,Chromepet,1507,Apartment,0,0,3073.26
2021,2000,12384155,Adyar,1792,Plot,0,1,6192.08
2014,2500,10332047,Ekkattuthangal,373,Apartment,1,0,4132.82
2015,1000,3274757,Chromepet,3718,Apartment,0,1,3274.76
2021,1200,6361003,Nanganallur,1412,Apartment,0,1,5300.84
2018,2500,9019457,Chromepet,2961,Plot,0,1,3607.78
2013,2000,8928516,Adyar,2976,Apartment,0,0,4464.26
2021,1500,11129884,T. Nagar,508,Apartment,1,1,7419.92
2011,2500,10723730,Guindy,213,Apartment,1,0,4289.49
2021,600,4085969,Alandur,515,Apartment,1,1,6809.95
2021,1200,9463486,Alandur,958,House,1,1,7886.24
2023,2000,11196707,Chromepet,3950,Apartment,0,1,5598.35
2012,1500,3846079,Chromepet,1583,Apartment,0,0,2564.05
2013,600,1451208,Tambaram,3391,House,0,0,2418.68
2013,1200,4118757,Chromepet,1770,House,0,0,3432.3
2023,2000,23048149,Mylapore,1439,House,0,1,11524.07
2017,1000,5619275,Saidapet,632,Apartment,1,1,5619.28
2015,600,4125814,Ekkattuthangal,553,Commercial,1,1,6876.36
2018,1000,4274021,Ekkattuthangal,949,Apartment,1,1,4274.02
2013,1000,4158557,Alandur,764,Apartment,1,0,4158.56
2019,1200,9396963,Alandur,1000,Commercial,1,1,7830.8
2015,2000,10923466,Saidapet,741,House,1,1,5461.73
2018,1200,6430580,Nanganallur,2374,Commercial,0,1,5358.82
2021,2000,14787464,Mylapore,1671,Apartment,0,1,7393.73
2014,800,2648134,Chromepet,3083,House,0,0,3310.17
2011,1200,4429023,Ekkattuthangal,401,House,1,0,3690.85
2017,2500,16772756,Mylapore,1503,Apartment,0,1,6709.1
2017,1200,10408096,Adyar,2601,Commercial,0,1,8673.41
2015,1500,10000218,Alandur,557,Commercial,1,1,6666.81
2011,1200,4348052,Adyar,1391,Apartment,0,0,3623.38
2013,800,4327990,Alandur,618,Commercial,1,0,5409.99
2012,1000,2838761,Chromepet,3324,Apartment,0,0,2838.76
2011,1200,3037631,Tambaram,2992,House,0,0,2531.36
2016,2500,12717592,Ekkattuthangal,582,Apartment,1,1,5087.04
2022,2000,8150078,Tambaram,2451,Apartment,0,1,4075.04
2015,1000,6173034,T. Nagar,462,Apartment,1,1,6173.03
2018,1200,7030693,Alandur,713,Apartment,1,1,5858.91
2015,1500,7611537,Ekkattuthangal,630,Apartment,1,1,5074.36
2018,1000,7312585,Ekkattuthangal,417,Commercial,1,1,7312.59
2016,800,2457224,Tambaram,2018,Apartment,0,1,3071.53
2017,1000,5854924,Alandur,943,House,1,1,5854.92
2016,3000,22685317,T. Nagar,277,House,1,1,7561.77
2018,1200,3916202,Tambaram,2568,Apartment,0,1,3263.5
2016,3000,17475472,Guindy,421,House,1,1,5825.16
2011,1200,4158117,Alandur,674,Apartment,1,0,3465.1
2019,1500,15068972,T. Nagar,247,House,1,1,10045.98
2017,800,2948081,Chromepet,3462,Apartment,0,1,3685.1
2021,1500,7879052,Nanganallur,819,Apartment,1,1,5252.7
2015,2500,12928443,Saidapet,613,Apartment,1,1,5171.38
2011,1500,3581226,Chromepet,1572,House,0,0,2387.48
2014,800,2607466,Saidapet,612,Plot,1,0,3259.33
2021,2000,10157520,Chromepet,2320,House,0,1,5078.76
2019,1500,8818212,Saidapet,613,Apartment,1,1,5878.81
2011,2500,9890346,Alandur,256,House,1,0,3956.14
2016,600,1863687,Chromepet,3809,Apartment,0,1,3106.15
2013,800,3622367,Nanganallur,1489,Commercial,0,0,4527.96
2021,600,4626660,Alandur,854,House,1,1,7711.1
2011,1500,7313196,Mylapore,2259,House,0,0,4875.46
2015,1500,12550751,Adyar,1568,Commercial,0,1,8367.17
2015,2500,12844441,Guindy,465,Apartment,1,1,5137.78
2021,1200,5022172,Chromepet,2684,House,0,1,4185.14
2012,2000,13437156,Adyar,2873,Commercial,0,0,6718.58
2020,1000,8594672,T. Nagar,643,Apartment,1,1,8594.67
2011,2500,7441036,Tambaram,2294,Commercial,0,0,2976.41
2021,1200,6554020,Chromepet,1862,House,0,1,5461.68
2022,2000,14496282,Alandur,875,Apartment,1,1,7248.14
2014,1200,3080819,Chromepet,2728,House,0,0,2567.35
2014,1000,3531544,Nanganallur,887,Apartment,1,0,3531.54
2011,1500,4739091,Ekkattuthangal,944,Apartment,1,0,3159.39
2023,1200,15085488,Adyar,2162,Commercial,0,1,12571.24
2015,800,2950707,Chromepet,3188,House,0,1,3688.38
2017,2000,14237751,Mylapore,3172,Apartment,0,1,7118.88
2020,2000,12291230,Guindy,461,Plot,1,1,6145.62
2016,1200,6776093,Ekkattuthangal,436,House,1,1,5646.74
2011,1200,2924752,Chromepet,1586,Apartment,0,0,2437.29
2016,1200,3983640,Tambaram,4942,Apartment,0,1,3319.7
2017,1500,7784377,Alandur,744,Apartment,1,1,5189.59
2015,1200,5908860,Ekkattuthangal,749,House,1,1,4924.05
2022,800,4318238,Chromepet,3530,House,0,1,5397.8
2017,1200,4004654,Chromepet,3753,Apartment,0,1,3337.21
2019,1200,8667563,Mylapore,2932,Apartment,0,1,7222.97
2020,2000,15849720,T. Nagar,344,Apartment,1,1,7924.86
2023,800,4536902,Nanganallur,1729,House,0,1,5671.13
2023,800,6614482,Guindy,344,Apartment,1,1,8268.1
2013,1200,4539376,Ekkattuthangal,604,Apartment,1,0,3782.81
2011,2000,6529419,Ekkattuthangal,492,House,1,0,3264.71
2020,600,4191041,Ekkattuthangal,715,Apartment,1,1,6985.07
2018,2000,9223000,Tambaram,4679,Commercial,0,1,4611.5
2023,2000,21794181,T. Nagar,348,Apartment,1,1,10897.09
2015,1500,8391669,T. Nagar,288,Apartment,1,1,5594.45
2014,800,4995756,Mylapore,2131,House,0,0,6244.7
2023,1000,5894602,Saidapet,532,Plot,1,1,5894.6
2021,600,5119015,Mylapore,2043,Apartment,0,1,8531.69
2011,1500,5444901,Saidapet,261,Apartment,1,0,3629.93
2020,2000,9925085,Tambaram,2249,Commercial,0,1,4962.54
2020,600,6727842,Adyar,2703,Commercial,0,1,11213.07
2019,1200,7974691,Adyar,2315,Apartment,0,1,6645.58
2017,1200,4879547,Chromepet,3948,House,0,1,4066.29
2020,1200,7584529,Ekkattuthangal,769,Apartment,1,1,6320.44
2018,1000,5014244,Nanganallur,1327,House,0,1,5014.24
2021,800,3663456,Chromepet,3847,Apartment,0,1,4579.32
2022,1200,9541097,Saidapet,377,Apartment,1,1,7950.91
2013,1500,3693196,Nanganallur,1304,Plot,0,0,2462.13
2022,1000,8832573,Guindy,784,Apartment,1,1,8832.57
2014,3000,9287541,Chromepet,2474,Apartment,0,0,3095.85
2020,1200,10310546,Mylapore,2763,House,0,1,8592.12
2023,1000,7845917,Nanganallur,1893,Commercial,0,1,7845.92
2012,1200,5729556,Ekkattuthangal,419,Commercial,1,0,4774.63
2023,2000,22450734,Adyar,1303,Commercial,0,1,11225.37
2023,800,7670839,Guindy,281,Apartment,1,1,9588.55
2023,1500,7915459,Chromepet,2974,Apartment,0,1,5276.97
2021,1200,12079883,Guindy,558,Commercial,1,1,10066.57
2021,2500,21941509,Adyar,1406,Apartment,0,1,8776.6
2020,800,5585269,Ekkattuthangal,424,Apartment,1,1,6981.59
2023,1000,9120391,Saidapet,273,Apartment,1,1,9120.39
2015,1200,7779896,T. Nagar,689,House,1,1,6483.25
2020,1500,5976463,Nanganallur,1936,House,0,1,3984.31
2017,800,6821752,Saidapet,354,Commercial,1,1,8527.19
2021,1500,13991031,Adyar,2648,House,0,1,9327.35
2013,2000,5519298,Chromepet,2417,House,0,0,2759.65
2011,1000,3797958,Nanganallur,1742,Commercial,0,0,3797.96
2011,1500,5796191,Alandur,683,House,1,0,3864.13
2022,1200,6614681,Nanganallur,1442,Apartment,0,1,5512.23
2020,800,6919786,Saidapet,637,House,1,1,8649.73
2011,2000,11198605,Mylapore,2325,House,0,0,5599.3
2023,1500,11175120,Adyar,2175,Plot,0,1,7450.08
2013,2000,4744727,Tambaram,4978,Apartment,0,0,2372.36
2018,2000,9862020,Adyar,2024,Plot,0,1,4931.01
2022,2000,17707129,Ekkattuthangal,930,Commercial,1,1,8853.56
2021,1200,14336044,T. Nagar,643,Commercial,1,1,11946.7
2018,1000,5599976,Saidapet,557,Apartment,1,1,5599.98
2013,1000,2607890,Ekkattuthangal,383,Plot,1,0,2607.89
2018,1000,6937937,Mylapore,2516,Apartment,0,1,6937.94
2023,3000,28314482,Guindy,519,Apartment,1,1,9438.16
2016,1000,7779849,Ekkattuthangal,491,Commercial,1,1,7779.85
2022,800,6189767,Mylapore,3363,Apartment,0,1,7737.21
2020,1200,4319708,Tambaram,3462,Apartment,0,1,3599.76
2012,2000,6313276,Nanganallur,1912,House,0,0,3156.64
2023,2000,14457995,Adyar,1878,Plot,0,1,7229.0
2021,1200,9890137,Alandur,467,House,1,1,8241.78
2022,2000,12294283,Nanganallur,2034,Apartment,0,1,6147.14
2017,2000,11454372,Saidapet,638,Apartment,1,1,5727.19
2016,1500,9637209,Guindy,328,House,1,1,6424.81
2016,1500,5611287,Chromepet,1769,Apartment,0,1,3740.86
2016,1000,4755765,Nanganallur,2014,Commercial,0,1,4755.77
2013,2000,9725450,T. Nagar,561,Apartment,1,0,4862.73
2019,1000,10547136,Mylapore,1471,Commercial,0,1,10547.14
2021,1500,5720508,Chromepet,1886,Apartment,0,1,3813.67
2019,1200,7964699,Alandur,594,Apartment,1,1,6637.25
2016,1500,10338087,Alandur,736,Commercial,1,1,6892.06
2011,1200,4122580,Alandur,966,Apartment,1,0,3435.48
2018,600,2849855,Guindy,157,Plot,1,1,4749.76
2021,600,2797041,Chromepet,2634,House,0,1,4661.74
2017,1200,3587231,Tambaram,3724,Apartment,0,1,2989.36
2015,600,4970946,Saidapet,370,Commercial,1,1,8284.91
2014,1200,5767239,Guindy,566,House,1,0,4806.03
2019,2000,12678795,Alandur,666,Apartment,1,1,6339.4
2013,1000,5772715,Guindy,143,Commercial,1,0,5772.72
2018,1000,2766287,Tambaram,2952,Apartment,0,1,2766.29
2018,800,6281067,Guindy,206,Apartment,1,1,7851.33
2020,1500,13092883,Guindy,515,House,1,1,8728.59
2016,1000,5813834,Adyar,2791,Apartment,0,1,5813.83
2011,1200,6480976,Mylapore,2656,Apartment,0,0,5400.81
2013,600,2809473,Guindy,248,Apartment,1,0,4682.46
2018,2000,9567398,Nanganallur,1970,Apartment,0,1,4783.7
2013,1200,6539697,Adyar,1492,House,0,0,5449.75
2011,1500,5901325,Alandur,819,House,1,0,3934.22
2022,800,6516872,T. Nagar,335,Apartment,1,1,8146.09
2022,1200,8962877,Saidapet,808,Apartment,1,1,7469.06
2021,1000,6301043,Alandur,741,Apartment,1,1,6301.04
2013,1200,3037113,Tambaram,4849,Apartment,0,0,2530.93
2020,1000,4439580,Chromepet,2596,House,0,1,4439.58
2011,1000,3907116,T. Nagar,432,Apartment,1,0,3907.12
2020,2000,14733639,Ekkattuthangal,855,House,1,1,7366.82
2017,1200,6420325,Alandur,336,Apartment,1,1,5350.27
2013,1200,4942998,Saidapet,869,Apartment,1,0,4119.17
2020,1500,8068033,Nanganallur,1966,Apartment,0,1,5378.69
2018,1200,3881517,Tambaram,4836,Apartment,0,1,3234.6
2012,2000,10085811,Adyar,1290,Apartment,0,0,5042.91
2013,1500,8616845,Mylapore,3086,Apartment,0,0,5744.56
2017,800,2674642,Chromepet,3216,Apartment,0,1,3343.3
2019,2000,13382499,Nanganallur,2020,Commercial,0,1,6691.25
2023,1000,11167396,Adyar,2825,House,0,1,11167.4
2020,600,3751805,Nanganallur,1531,Commercial,0,1,6253.01
2014,1200,5456891,Saidapet,446,Apartment,1,0,4547.41
2015,1000,3308105,Nanganallur,1351,House,0,1,3308.11
2011,2000,6926671,Ekkattuthangal,634,Apartment,1,0,3463.34
2011,1000,5093892,Mylapore,3208,House,0,0,5093.89
2018,2000,14249228,Nanganallur,962,Commercial,1,1,7124.61
2015,600,3185995,Guindy,514,Apartment,1,1,5309.99
2012,1200,5827351,Adyar,2440,Apartment,0,0,4856.13
2016,1500,8956206,Alandur,639,House,1,1,5970.8
2022,1500,12596940,Adyar,1583,Apartment,0,1,8397.96
2013,1500,7735057,T. Nagar,486,Apartment,1,0,5156.7
2023,2000,18797449,Mylapore,3343,Apartment,0,1,9398.72
2013,1200,5303368,Saidapet,264,Apartment,1,0,4419.47
2021,2500,16788993,Alandur,1057,Apartment,0,1,6715.6
2020,2000,11510037,Alandur,678,Apartment,1,1,5755.02
2019,2000,15694595,Mylapore,1570,Apartment,0,1,7847.3
2022,1500,8634261,Adyar,2727,Plot,0,1,5756.17
2012,1200,3974431,Chromepet,2157,House,0,0,3312.03
2023,600,5716834,Saidapet,370,House,1,1,9528.06
2020,1200,7710741,Nanganallur,1087,Commercial,0,1,6425.62
2020,1000,4057643,Tambaram,3764,House,0,1,4057.64
2015,2000,8037917,Tambaram,2978,Commercial,0,1,4018.96
2011,2000,8449347,T. Nagar,683,Apartment,1,0,4224.67
2011,1000,4378903,Adyar,2493,Apartment,0,0,4378.9
2020,1000,4235923,Tambaram,3814,House,0,1,4235.92
2012,1200,2379800,Tambaram,4971,Apartment,0,0,1983.17
2020,1200,4834421,Tambaram,3609,Apartment,0,1,4028.68
2021,2000,17235281,Saidapet,298,Apartment,1,1,8617.64
2011,2000,8899634,Adyar,1702,Apartment,0,0,4449.82
2021,600,3186651,Nanganallur,1818,Apartment,0,1,5311.09
2020,2000,11414990,T. Nagar,336,Plot,1,1,5707.5
2022,3000,13312291,Chromepet,1575,Apartment,0,1,4437.43
2021,1500,11588607,Saidapet,673,House,1,1,7725.74
2018,1200,8368015,Adyar,1774,Apartment,0,1,6973.35
2023,1000,8100171,Guindy,162,Apartment,1,1,8100.17
2020,2000,17873007,Adyar,1599,House,0,1,8936.5
2014,1500,5961023,Ekkattuthangal,494,House,1,0,3974.02
2017,800,4057489,Ekkattuthangal,326,Apartment,1,1,5071.86
2014,800,2750325,Nanganallur,1630,Apartment,0,0,3437.91
2012,1500,6470768,T. Nagar,620,Apartment,1,0,4313.85
2014,1000,5456462,Alandur,783,Commercial,1,0,5456.46
2019,1200,4743473,Nanganallur,1939,Apartment,0,1,3952.89
2014,1200,5771044,Saidapet,716,House,1,0,4809.2
2020,1500,10769659,Alandur,396,Commercial,1,1,7179.77
2023,3000,14179840,Tambaram,3876,House,0,1,4726.61
2012,1500,4451292,Chromepet,1629,Apartment,0,0,2967.53
2021,800,6559211,Adyar,1444,Apartment,0,1,8199.01
2011,3000,14099217,Saidapet,806,Commercial,1,0,4699.74
2022,2000,23586761,Guindy,658,Commercial,1,1,11793.38
2021,1500,11690550,T. Nagar,559,Plot,1,1,7793.7
2013,1500,8797717,T. Nagar,161,House,1,0,5865.14
2014,2000,7159146,Nanganallur,829,Apartment,1,0,3579.57
2020,1500,5925905,Chromepet,1943,Apartment,0,1,3950.6
2023,2000,17260546,Ekkattuthangal,545,House,1,1,8630.27
2012,1500,3218188,Tambaram,2335,Apartment,0,0,2145.46
2020,1000,4143552,Chromepet,1700,Apartment,0,1,4143.55
2022,1500,15939134,Alandur,288,Commercial,1,1,10626.09
2019,800,4420286,Saidapet,870,Plot,1,1,5525.36
2014,1200,4359293,Ekkattuthangal,455,House,1,0,3632.74
2016,1500,5443391,Chromepet,1831,Apartment,0,1,3628.93
2023,2000,13295543,Alandur,271,Plot,1,1,6647.77
2013,2000,8841116,Saidapet,493,Apartment,1,0,4420.56
2015,1500,8258881,Ekkattuthangal,751,House,1,1,5505.92
2022,1200,6922008,Adyar,2781,Plot,0,1,5768.34
2021,1500,11058758,Saidapet,308,Apartment,1,1,7372.51
2013,1000,4364201,Guindy,344,Apartment,1,0,4364.2
2017,2000,13706696,Nanganallur,989,Commercial,1,1,6853.35
2022,1200,6493904,Nanganallur,1636,Apartment,0,1,5411.59
2021,3000,30437500,Guindy,707,Commercial,1,1,10145.83
2013,1000,6509597,T. Nagar,681,Commercial,1,0,6509.6
2018,800,4937672,Guindy,425,Apartment,1,1,6172.09
2014,2000,11634745,Alandur,870,Commercial,1,0,5817.37
2021,1000,6436310,Nanganallur,1925,House,0,1,6436.31
2013,1500,4336018,Nanganallur,1866,Apartment,0,0,2890.68
2017,1200,4754562,Chromepet,2549,House,0,1,3962.14
2020,600,5924343,Adyar,1865,Commercial,0,1,9873.91
2016,1000,6882688,T. Nagar,597,Apartment,1,1,6882.69
2021,2000,17520616,Mylapore,1727,Apartment,0,1,8760.31
2017,1000,6640091,Adyar,1466,Apartment,0,1,6640.09
2015,800,5581433,T. Nagar,570,Apartment,1,1,6976.79
2016,2500,7729332,Tambaram,2380,Apartment,0,1,3091.73
2020,2500,19290199,Adyar,1565,Apartment,0,1,7716.08
2017,1500,10392083,Adyar,1628,Apartment,0,1,6928.06
2013,3000,14923404,T. Nagar,313,House,1,0,4974.47
2023,2000,13771879,Alandur,342,Apartment,1,1,6885.94
2016,800,3772285,Ekkattuthangal,875,House,1,1,4715.36
2020,800,6412054,Adyar,1416,House,0,1,8015.07
2023,2000,8505134,Tambaram,2390,Apartment,0,1,4252.57
2022,1000,7712915,Guindy,612,Apartment,1,1,7712.92
2011,1200,3162346,Chromepet,2783,Apartment,0,0,2635.29
2023,1000,11175475,T. Nagar,669,Apartment,1,1,11175.48
2022,1500,9004560,Tambaram,3179,Commercial,0,1,6003.04
2011,1000,3822727,Alandur,670,House,1,0,3822.73
2012,2000,4785151,Nanganallur,2026,House,0,0,2392.58
2015,1500,7420890,Saidapet,289,Apartment,1,1,4947.26
2015,3000,15825320,Mylapore,1418,Apartment,0,1,5275.11
2020,2500,12306571,Tambaram,4080,Commercial,0,1,4922.63
2017,800,4433823,Saidapet,891,Apartment,1,1,5542.28
2021,2000,17405290,T. Nagar,284,Apartment,1,1,8702.65
2011,800,2822541,Saidapet,395,House,1,0,3528.18
2016,1200,6714130,Saidapet,371,Apartment,1,1,5595.11
2019,2000,15535795,T. Nagar,582,Apartment,1,1,7767.9
2020,2000,10341333,Ekkattuthangal,496,Apartment,1,1,5170.67
2021,1000,8536953,Adyar,2124,Apartment,0,1,8536.95
2022,1200,8841277,T. Nagar,667,Apartment,1,1,7367.73
2014,600,3128611,Adyar,1321,Apartment,0,0,5214.35
2017,3000,22033719,T. Nagar,285,House,1,1,7344.57
2017,1000,4865298,Ekkattuthangal,626,Apartment,1,1,4865.3
2022,2500,21890279,Mylapore,3420,Apartment,0,1,8756.11
2022,2000,6675813,Tambaram,2305,Plot,0,1,3337.91
2019,1500,5667934,Tambaram,2419,Apartment,0,1,3778.62
2018,1200,3586936,Tambaram,4226,Apartment,0,1,2989.11
2022,1000,10227263,Mylapore,1867,Apartment,0,1,10227.26
2023,800,7629240,Adyar,1805,Apartment,0,1,9536.55
2012,1200,4173354,Nanganallur,1649,House,0,0,3477.8
2019,2000,14824631,Saidapet,310,House,1,1,7412.32
2020,2000,20432899,Adyar,2532,Commercial,0,1,10216.45
2016,2000,11493430,T. Nagar,589,Apartment,1,1,5746.72
2021,1000,7440194,Guindy,639,Apartment,1,1,7440.19
2017,800,4076188,Nanganallur,2461,House,0,1,5095.24
2023,1000,9251741,T. Nagar,593,Apartment,1,1,9251.74
2021,1200,8762409,Adyar,2138,Apartment,0,1,7302.01
2011,1000,3623142,Saidapet,662,House,1,0,3623.14
2018,1200,8166028,Mylapore,2726,Apartment,0,1,6805.02
2016,1500,7019872,Alandur,596,Apartment,1,1,4679.91
2011,1000,4656361,Mylapore,3012,Apartment,0,0,4656.36
2011,1000,3291744,Ekkattuthangal,903,House,1,0,3291.74
2016,1500,3802796,Tambaram,4597,Apartment,0,1,2535.2
2017,800,5565471,Mylapore,2170,House,0,1,6956.84
2014,1200,5844977,T. Nagar,150,Apartment,1,0,4870.81
2012,2000,7364618,Saidapet,544,House,1,0,3682.31
2020,1000,3966258,Tambaram,3664,Apartment,0,1,3966.26
2012,1500,6681986,Mylapore,2862,Apartment,0,0,4454.66
2021,1000,4526982,Tambaram,4095,Apartment,0,1,4526.98
2012,1200,3097699,Tambaram,4803,Apartment,0,0,2581.42
2014,1200,3441747,Tambaram,4201,Apartment,0,0,2868.12
2017,2000,6899261,Tambaram,3092,House,0,1,3449.63
2020,800,5192298,Alandur,870,Apartment,1,1,6490.37
2019,600,4447028,T. Nagar,645,Apartment,1,1,7411.71
2022,2000,17754174,Ekkattuthangal,373,Commercial,1,1,8877.09
2017,2000,12506810,Saidapet,771,House,1,1,6253.41
2015,1500,6235776,Chromepet,1678,Commercial,0,1,4157.18
2011,2500,10386869,Saidapet,382,Apartment,1,0,4154.75
2013,1200,5558832,Adyar,2805,Apartment,0,0,4632.36
2015,1200,3959140,Nanganallur,1651,Apartment,0,1,3299.28
2022,2000,24210377,Mylapore,1616,Commercial,0,1,12105.19
2016,600,3910303,Guindy,566,House,1,1,6517.17
2013,1000,3173846,Nanganallur,1031,Apartment,0,0,3173.85
2020,2500,18220940,Alandur,844,House,1,1,7288.38
2018,2000,11950595,Alandur,767,Apartment,1,1,5975.3
2011,1000,2264789,Tambaram,3462,House,0,0,2264.79
2016,1200,7342359,T. Nagar,224,Apartment,1,1,6118.63
2018,2500,13091259,Ekkattuthangal,865,Apartment,1,1,5236.5
2017,1500,6287659,Nanganallur,1882,Apartment,0,1,4191.77
2016,2000,12637583,Mylapore,2735,Apartment,0,1,6318.79
2022,2000,12166801,Nanganallur,1766,Apartment,0,1,6083.4
2011,1500,4495556,Chromepet,3408,Apartment,0,0,2997.04
2015,2500,11668890,T. Nagar,581,Plot,1,1,4667.56
2023,800,5630430,T. Nagar,265,Plot,1,1,7038.04
2016,600,4638154,Saidapet,249,Commercial,1,1,7730.26
2012,1000,3525076,Nanganallur,1850,House,0,0,3525.08
2023,1200,5797898,Alandur,1002,Plot,0,1,4831.58
2016,600,1735441,Tambaram,3105,Apartment,0,1,2892.4
2019,1200,9301778,Mylapore,2780,House,0,1,7751.48
2015,2000,13270001,Ekkattuthangal,744,Commercial,1,1,6635.0
2017,1200,11178678,Guindy,541,Commercial,1,1,9315.57
2011,1200,3180814,Saidapet,589,Plot,1,0,2650.68
2019,1000,3680332,Tambaram,3511,Apartment,0,1,3680.33
2016,1500,6256506,Tambaram,4659,Commercial,0,1,4171.0
2011,1200,4454794,Guindy,196,Apartment,1,0,3712.33
2021,1500,13095214,Saidapet,482,House,1,1,8730.14
2012,1000,2773190,Nanganallur,1117,Apartment,0,0,2773.19
2018,1200,13972616,Mylapore,3460,Commercial,0,1,11643.85
2012,600,2118191,Chromepet,2476,Commercial,0,0,3530.32
